rank|song_id|song_title|artist_name|artist_id|album_id|album_title|album_img
1|313559|우린 제법 잘 어울려요|성시경|3305|16541|Melodie d' Amour|https://cdnimg.melon.co.kr/cm/album/images/000/16/541/16541_500.jpg/melon/resize/48/quality/80/optimize
2|432941|부탁해요|왁스|2267|16494|Wax 3|https://cdnimg.melon.co.kr/cm/album/images/000/16/494/16494_500.jpg/melon/resize/48/quality/80/optimize
3|111414|전할 수 없는 이야기 (부제:시티 오브 엔젤)|휘성 (Realslow)|10577|15956|Like A Movie|https://cdnimg.melon.co.kr/cm/album/images/000/15/956/15956_500.jpg/melon/resize/48/quality/80/optimize
4|432309|꿈에|박정현|1099|16456|박정현 Op.4|https://cdnimg.melon.co.kr/cm/album/images/000/16/456/16456_500.jpg/melon/resize/48/quality/80/optimize
5|-1|사랑 Two (Acoustic Ver.)|YB|100168|16297|Live Is Life|https://cdnimg.melon.co.kr/cm/album/images/000/16/297/16297_500.jpg/melon/resize/48/quality/80/optimize
6|316077|단칼 (Dance)|김현정|1177|16533|Diet|https://cdnimg.melon.co.kr/cm/album/images/000/16/533/16533_500.jpg/melon/resize/48/quality/80/optimize
7|17282|다시 사랑한다면|도원경|1048|2255|Do Won Kyoung|https://cdnimg.melon.co.kr/cm/album/images/000/02/255/2255_500.jpg/melon/resize/48/quality/80/optimize
8|430125|사랑은 기억보다 (Memories)|강타 (KANGTA)|1582|16649|Pine Tree|https://cdnimg.melon.co.kr/cm/album/images/000/16/649/16649_500.jpg/melon/resize/48/quality/80/optimize
9|430051|낭만고양이|체리 필터|101491|16600|Made In Korea?|https://cdnimg.melon.co.kr/cm/album/images/000/16/600/16600_500.jpg/melon/resize/48/quality/80/optimize
10|317991|그녀의 매력 (Disco)|홍경민|891|16700|The Hong Kyung Min Best(1997-2002 History)|https://cdnimg.melon.co.kr/cm/album/images/000/16/700/16700_500.jpg/melon/resize/48/quality/80/optimize
11|314875|동경소녀|김광진|687|16522|Solveig|https://cdnimg.melon.co.kr/cm/album/images/000/16/522/16522_500.jpg/melon/resize/48/quality/80/optimize
12|431618|안녕이란 말 대신|비|17671|16339|N001|https://cdnimg.melon.co.kr/cm/album/images/000/16/339/16339_500.jpg/melon/resize/48/quality/80/optimize
13|430487|길|영턱스클럽|100045|16578|Upgrade No.1|https://cdnimg.melon.co.kr/cm/album/images/000/16/578/16578_500.jpg/melon/resize/48/quality/80/optimize
14|430004|달팽이와 해바라기 (Men's Ver.)|여행스케치|100712|16640|달팽이와 해바라기|https://cdnimg.melon.co.kr/cm/album/images/000/16/640/16640_500.jpg/melon/resize/48/quality/80/optimize
15|432270|Condition Of My Heart|플라이 투 더 스카이|100183|16406|Sea Of Love|https://cdnimg.melon.co.kr/cm/album/images/000/16/406/16406_500.jpg/melon/resize/48/quality/80/optimize
16|314558|숙아|쿨 (COOL)|100004|16538|Cool 7even|https://cdnimg.melon.co.kr/cm/album/images/000/16/538/16538_500.jpg/melon/resize/48/quality/80/optimize
17|1594084|슬픔 속에 그댈 지워야만 해|제이엠|206254|347320|네 멋대로 해라 OST|https://cdnimg.melon.co.kr/cm/album/images/003/47/320/347320_500.jpg/melon/resize/48/quality/80/optimize
18|500797|미워도 다시 한번 (Original Ver.)|바이브|160080|15950|Afterglow|https://cdnimg.melon.co.kr/cm/album/images/000/15/950/15950_500.jpg/melon/resize/48/quality/80/optimize
19|314220|무한대|주석|4326|16546|Welcome 2 The Infected Area|https://cdnimg.melon.co.kr/cm/album/images/000/16/546/16546_500.jpg/melon/resize/48/quality/80/optimize
20|1104565|Shall We Dance|김완선|5185|313400|S & Remake|https://cdnimg.melon.co.kr/cm/album/images/003/13/400/313400_500.jpg/melon/resize/48/quality/80/optimize
21|489250|으악새|더 자두|100445|16152|Change Yourself|https://cdnimg.melon.co.kr/cm/album/images/000/16/152/16152_500.jpg/melon/resize/48/quality/80/optimize
22|1590213|아낌없이 주는 나무 (Generous...)|문희준|1583|346956|Messiah|https://cdnimg.melon.co.kr/cm/album/images/003/46/956/346956_500.jpg/melon/resize/48/quality/80/optimize
23|431370|Hero|신화|100078|16485|Summer Vacation In Smtown.Com|https://cdnimg.melon.co.kr/cm/album/images/000/16/485/16485_500.jpg/melon/resize/48/quality/80/optimize
24|314397|너|M.N.J|103327|16576|순수의 시대 OST|https://cdnimg.melon.co.kr/cm/album/images/000/16/576/16576_500.jpg/melon/resize/48/quality/80/optimize
25|317254|팬이야|자우림|100094|16670|Jaurim 04|https://cdnimg.melon.co.kr/cm/album/images/000/16/670/16670_500.jpg/melon/resize/48/quality/80/optimize
26|433742|그녈 위해|JK 김동욱|20379|16430|Lifesentence|https://cdnimg.melon.co.kr/cm/album/images/000/16/430/16430_500.jpg/melon/resize/48/quality/80/optimize
27|191094|My Sweetie|보아 (BoA)|2165|16305|No. 1|https://cdnimg.melon.co.kr/cm/album/images/000/16/305/16305_500.jpg/melon/resize/48/quality/80/optimize
28|1005059|사랑속으로|김형석|1425|310347|AC+E III 마지막 바램|https://cdnimg.melon.co.kr/cm/album/images/003/10/347/310347_500.jpg/melon/resize/48/quality/80/optimize
