rank|song_id|song_title|artist_name|artist_id|album_id|album_title|album_img
51|4237755|착해 빠졌어 (Stupid In Love)|소유 (SOYOU)~매드클라운|490981~219621|2200521|착해 빠졌어 (Stupid In Love)|https://cdnimg.melon.co.kr/cm/album/images/022/00/521/2200521_500.jpg/melon/resize/48/quality/80/optimize
52|4354180|겨울 고백|성시경~박효신~서인국~VIXX (빅스)~여동생|3305~1191~436700~672560~747054|2220514|Jelly Christmas 2013|https://cdnimg.melon.co.kr/cm/album/images/022/20/514/2220514_500.jpg/melon/resize/48/quality/80/optimize
53|4328770|이별식탁 (Feat. 산체스 Of 팬텀)|San E|402526|2217261|'Not' Based On The True Story|https://cdnimg.melon.co.kr/cm/album/images/022/17/261/2217261_500.jpg/melon/resize/48/quality/80/optimize
54|3436083|끝사랑|김범수|6502|1302654|Solista Part.2|https://cdnimg.melon.co.kr/cm/album/images/013/02/654/1302654_500.jpg/melon/resize/48/quality/80/optimize
55|4308010|Hush|미쓰에이|481481|2214670|Hush|https://cdnimg.melon.co.kr/cm/album/images/022/14/670/2214670_500.jpg/melon/resize/48/quality/80/optimize
56|4309790|편지|다비치|236815|2214910|DAVICHI CODE|https://cdnimg.melon.co.kr/cm/album/images/022/14/910/2214910_500.jpg/melon/resize/48/quality/80/optimize
57|4412346|아무말도 하지마요|써니힐|229494|2228129|아무말도 하지마요|https://cdnimg.melon.co.kr/cm/album/images/022/28/129/2228129_500.jpg/melon/resize/48/quality/80/optimize
58|4426429|I Love You|Sanha|167895|2229807|별에서 온 그대 OST Part.5|https://cdnimg.melon.co.kr/cm/album/images/022/29/807/2229807_500.jpg/melon/resize/48/quality/80/optimize
59|4391380|You Make Me Feel BRAND NEW|버벌진트~San E~범키~스윙스~팬텀~칸토|6985~402526~623851~236970~588431~688051|2225562|Brand New Year Vol.2|https://cdnimg.melon.co.kr/cm/album/images/022/25/562/2225562_500.jpg/melon/resize/48/quality/80/optimize
60|3726617|자니 (Feat. Dynamic Duo)|프라이머리|35682|2089047|자니|https://cdnimg.melon.co.kr/cm/album/images/020/89/047/2089047_500.jpg/melon/resize/48/quality/80/optimize
61|4347674|12월의 기적 (Miracles In December)|EXO|724619|2219671|겨울 스페셜 앨범 '12월의 기적 (Miracles In December)'|https://cdnimg.melon.co.kr/cm/album/images/022/19/671/2219671_500.jpg/melon/resize/48/quality/80/optimize
62|4294284|내일은 없어|트러블메이커|591031|2212999|Chemistry|https://cdnimg.melon.co.kr/cm/album/images/022/12/999/2212999_500.jpg/melon/resize/48/quality/80/optimize
63|4232200|삐딱하게 (Crooked)|G-DRAGON|6984|2199192|쿠데타 (COUP D'ETAT)|https://cdnimg.melon.co.kr/cm/album/images/021/99/192/2199192_500.jpg/melon/resize/48/quality/80/optimize
64|4372791|그런 줄 알았어|지아|227595|2223030|그런 줄 알았어|https://cdnimg.melon.co.kr/cm/album/images/022/23/030/2223030_500.jpg/melon/resize/48/quality/80/optimize
65|4393304|울어본 적 있나요|지아|227595|2225855|11일이 지나고|https://cdnimg.melon.co.kr/cm/album/images/022/25/855/2225855_500.jpg/melon/resize/48/quality/80/optimize
66|4333791|코끝에 겨울|어반자카파|420527|2217893|[03]|https://cdnimg.melon.co.kr/cm/album/images/022/17/893/2217893_500.jpg/melon/resize/48/quality/80/optimize
67|4249547|나란놈이란|임창정|1142|2201988|나란놈이란|https://cdnimg.melon.co.kr/cm/album/images/022/01/988/2201988_500.jpg/melon/resize/48/quality/80/optimize
68|3953196|만약에 말야 (전우성 Solo)|노을|105623|2165918|TIME FOR LOVE|https://cdnimg.melon.co.kr/cm/album/images/021/65/918/2165918_500.jpg/melon/resize/48/quality/80/optimize
69|4423574|나성에 가면|심은경|24809|2229427|수상한 그녀 OST|https://cdnimg.melon.co.kr/cm/album/images/022/29/427/2229427_500.jpg/melon/resize/48/quality/80/optimize
70|4395216|행복하기를 (I Love You)|2BIC(투빅)|643551|2226134|행복하기를 (I Love You)|https://cdnimg.melon.co.kr/cm/album/images/022/26/134/2226134_500.jpg/melon/resize/48/quality/80/optimize
71|4398376|Girls Girls Girls|GOT7 (갓세븐)|751059|2226527|GOT7 미니앨범 1집 'Got it?'|https://cdnimg.melon.co.kr/cm/album/images/022/26/527/2226527_500.jpg/melon/resize/48/quality/80/optimize
72|4340248|행복한 나를|김예림 (Lim Kim)|643851|2218661|응답하라 1994 OST Part 5|https://cdnimg.melon.co.kr/cm/album/images/022/18/661/2218661_500.jpg/melon/resize/48/quality/80/optimize
73|4359786|너만을 느끼며|정우~유연석~손호준|747522~747523~747524|2221230|응답하라 1994 OST Part 7|https://cdnimg.melon.co.kr/cm/album/images/022/21/230/2221230_500.jpg/melon/resize/48/quality/80/optimize
