rank|song_id|song_title|artist_name|artist_id|album_id|album_title|album_img
1|89806|I Love You|포지션|100177|5325|I Love You...|https://cdnimg.melon.co.kr/cm/album/images/000/05/325/5325_500.jpg/melon/resize/48/quality/80/optimize
2|53615|사랑일뿐야|김민우|699|7975|사랑일뿐야|https://cdnimg.melon.co.kr/cm/album/images/000/07/975/7975_500.jpg/melon/resize/48/quality/80/optimize
3|9543|하루|박혜경|1790|969|O2-박혜경|https://cdnimg.melon.co.kr/cm/album/images/000/00/969/969_500.jpg/melon/resize/48/quality/80/optimize
4|10838|먼곳에서|박효신|1191|1111|Second Story|https://cdnimg.melon.co.kr/cm/album/images/000/01/111/1111_500.jpg/melon/resize/48/quality/80/optimize
5|105714|니가 필요해|god|100007|717|Chapter 3|https://cdnimg.melon.co.kr/cm/album/images/000/00/717/717_500.jpg/melon/resize/48/quality/80/optimize
6|105639|감싸 안으며 (Show Me Your Love)|S.E.S.|100016|953|A Letter From Green Land|https://cdnimg.melon.co.kr/cm/album/images/000/00/953/953_500.jpg/melon/resize/48/quality/80/optimize
7|9573|Endless|플라워|100391|781|소품집|https://cdnimg.melon.co.kr/cm/album/images/000/00/781/781_500.jpg/melon/resize/48/quality/80/optimize
8|609766|사진속에 담긴 추억|임재범|4838|42378|Memories|https://cdnimg.melon.co.kr/cm/album/images/000/42/378/42378_500.jpg/melon/resize/48/quality/80/optimize
9|9040|제발|이소라|983|844|꽃|https://cdnimg.melon.co.kr/cm2/album/images/000/00/844/844_20201118181309_500.jpg/melon/resize/48/quality/80/optimize
10|10126|파란|코요태|100022|709|Passion|https://cdnimg.melon.co.kr/cm/album/images/000/00/709/709_500.jpg/melon/resize/48/quality/80/optimize
11|10288|www.사랑.com|임창정|1142|666|www.Love.7th|https://cdnimg.melon.co.kr/cm/album/images/000/00/666/666_500.jpg/melon/resize/48/quality/80/optimize
12|10619|오늘까지만|김조한|1873|1548|2gether 4ever|https://cdnimg.melon.co.kr/cm/album/images/000/01/548/1548_500.jpg/melon/resize/48/quality/80/optimize
13|8921|오빠|왁스|2267|814|엄마의 일기|https://cdnimg.melon.co.kr/cm/album/images/000/00/814/814_500.jpg/melon/resize/48/quality/80/optimize
15|75279|You Mean Everything To Me|박정현|1099|479|Naturally|https://cdnimg.melon.co.kr/cm/album/images/000/00/479/479_500.jpg/melon/resize/48/quality/80/optimize
16|4123405|어제 오늘 그리고|유승준|1008|2186440|Summit Revival|https://cdnimg.melon.co.kr/cm/album/images/021/86/440/2186440_500.jpg/melon/resize/48/quality/80/optimize
17|-1|흐린 가을 하늘에 편지를 써|엄태환|1892|889|다시 꽃씨되어(김광석 Anthology)|https://cdnimg.melon.co.kr/cm/album/images/000/00/889/889_500.jpg/melon/resize/48/quality/80/optimize
18|9202|이연(異緣)|신성우|34|878|Identity|https://cdnimg.melon.co.kr/cm/album/images/000/00/878/878_500.jpg/melon/resize/48/quality/80/optimize
19|106215|다짐|조성모|969|4801|Let Me Love|https://cdnimg.melon.co.kr/cm/album/images/000/04/801/4801_500.jpg/melon/resize/48/quality/80/optimize
20|10263|이 겨울에|디바|100028|665|Naughty|https://cdnimg.melon.co.kr/cm/album/images/000/00/665/665_500.jpg/melon/resize/48/quality/80/optimize
21|9828|인형 (Duet. 신혜성)|이지훈|1123|1065|Lee Jeehoon Special With...|https://cdnimg.melon.co.kr/cm/album/images/000/01/065/1065_500.jpg/melon/resize/48/quality/80/optimize
