rank|song_id|song_title|artist_name|artist_id|album_id|album_title|album_img
1|104788|길|god|100007|8848|Chapter 4|https://cdnimg.melon.co.kr/cm/album/images/000/08/848/8848_500.jpg/melon/resize/48/quality/80/optimize
2|111209|다시 사랑한다 말할까|김동률|925|5504|귀향 (歸鄕)|https://cdnimg.melon.co.kr/cm/album/images/000/05/504/5504_500.jpg/melon/resize/48/quality/80/optimize
3|105886|시간이 흐른 뒤 (As Time Goes By)|윤미래|1654|3279|As Time Goes By|https://cdnimg.melon.co.kr/cm/album/images/000/03/279/3279_500.jpg/melon/resize/48/quality/80/optimize
4|105694|내 입술... 따뜻한 커피처럼|샵|100127|7720|Flat [♭] (Flat Album)|https://cdnimg.melon.co.kr/cm/album/images/000/07/720/7720_500.jpg/melon/resize/48/quality/80/optimize
5|106162|담|김윤아|1767|10024|Shadow Of Your Smile|https://cdnimg.melon.co.kr/cm/album/images/000/10/024/10024_500.jpg/melon/resize/48/quality/80/optimize
6|105006|사랑해도 될까요?|유리상자|100130|10575|시나브로|https://cdnimg.melon.co.kr/cm/album/images/000/10/575/10575_500.jpg/melon/resize/48/quality/80/optimize
7|90731|고백|장나라|10575|6846|First Story|https://cdnimg.melon.co.kr/cm/album/images/000/06/846/6846_500.jpg/melon/resize/48/quality/80/optimize
8|1679278|내가 너의 곁에 잠시 살았다는걸|토이|100014|354828|Live Toy|https://cdnimg.melon.co.kr/cm/album/images/003/54/828/354828_500.jpg/melon/resize/48/quality/80/optimize
9|26375|사랑하고 싶어|왁스|2267|2835|Wax02 : 화장을 고치고|https://cdnimg.melon.co.kr/cm/album/images/000/02/835/2835_500.jpg/melon/resize/48/quality/80/optimize
10|91823|다가라|엄정화|1100|4534|화(花)|https://cdnimg.melon.co.kr/cm/album/images/000/04/534/4534_500.jpg/melon/resize/48/quality/80/optimize
11|32577|비바 내 사랑|이기찬|6225|3368|New Story|https://cdnimg.melon.co.kr/cm/album/images/000/03/368/3368_500.jpg/melon/resize/48/quality/80/optimize
12|104099|잘가요|정재욱|7839|6036|A Simple Story|https://cdnimg.melon.co.kr/cm/album/images/000/06/036/6036_500.jpg/melon/resize/48/quality/80/optimize
13|106192|24시간의 신화|스카이|100030|10455|영원(永遠) II|https://cdnimg.melon.co.kr/cm/album/images/000/10/455/10455_500.jpg/melon/resize/48/quality/80/optimize
14|104410|절대사랑|김종서|15|8621|Odyssey|https://cdnimg.melon.co.kr/cm/album/images/000/08/621/8621_500.jpg/melon/resize/48/quality/80/optimize
15|103858|아로하|쿨 (COOL)|100004|14861|First Whisper|https://cdnimg.melon.co.kr/cm/album/images/000/14/861/14861_500.jpg/melon/resize/48/quality/80/optimize
16|37271|눈물|박화요비|2017|3386|Nineteen Plus One|https://cdnimg.melon.co.kr/cm/album/images/000/03/386/3386_500.jpg/melon/resize/48/quality/80/optimize
